Laptop,Status,Brand,Model,RAM,Storage,Storage type,Screen,Touch,Final Price,CPU_Brand,GPU_Brand,CPU_Type,GPU_Type,GPU_Category
"ASUS ExpertBook B1 B1500CEAE-EJ3404W Intel Core i5-1135G7/8GB/1TB SSD/15.6""",0,3,42,8,1000,0,15.6,0,789.0,2,3,11,7,1
"Lenovo 300e Intel Celeron N4120/4GB/128GB SSD/11.6"" Táctil",0,13,26,4,128,0,11.6,1,451.0,2,3,1,7,1
"HP 250 G9 Intel Core i5-1235U/8GB/512GB SSD/15.6""",0,9,7,8,512,0,15.6,0,569.99,2,3,11,7,1
"ASUS VivoBook 14 F1402ZA-EK645 Intel Core i7-1255U/16GB/512GB SSD/14""",0,3,113,16,512,0,14.0,0,789.0,2,3,12,7,1
"ASUS TUF Gaming F15 TUF507ZC4-HN040 Intel Core i7-12700H/16GB/512GB SSD/RTX 3050/15.6""",0,3,98,16,512,0,15.6,0,909.99,2,6,12,22,0
"Denver Electronics NBD-14105SSDES Intel Celeron N4020/4GB/64GB+256GB SSD/14""",0,6,37,4,256,0,14.0,0,329.95,2,3,1,7,1
"HP 15S-FQ5044NS Intel Core i7-1255U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,730.01,2,3,12,7,1
"Microsoft Surface Pro 9 Platino Intel Evo Core i7-1255U/16GB/1TB SSD/13"" Táctil",0,16,96,16,1000,0,13.0,1,2529.0,2,3,12,7,1
"ASUS ROG FLOW Z13  GZ301VU-93D45PB1 Intel Core i9-13900H/16GB/1TB SSD/RTX4050/13.4"" Tátil (PT)",0,3,87,16,1000,0,13.4,1,2420.65,2,3,13,7,1
"Samsung Galaxy Book3 Ultra Intel Evo Core i9-13900H/32GB/1TB SSD/RTX 4070/16""",0,23,53,32,1000,0,16.0,0,3699.01,2,6,13,28,0
"Lenovo ThinkPad L13 Gen 3 Intel Core i7-1255U/16GB/512GB SSD/13.3""",0,13,102,16,512,0,13.3,0,1333.57,2,3,12,7,1
"HP 15S-FQ4073NS Intel Core i5-1155G7/8GB/1TB SSD/15.6""",0,9,4,8,1000,0,15.6,0,749.0,2,3,11,7,1
"Dynabook Toshiba Satellite Pro C50-G-10E Intel Core i5-10210U/8GB/512GB SSD/15.6""",0,7,90,8,512,0,15.6,0,739.0,2,3,11,7,1
"HP ProBook 450 G9 Intel Core i5-1235U/16GB/512GB SSD/15.6""",0,9,85,16,512,0,15.6,0,1041.0,2,3,11,7,1
"Lenovo ThinkPad T490s Intel Core i5-8265U/8GB/256GB SSD/14""",1,13,102,8,256,0,14.0,0,799.0,2,3,11,7,1
"LG Gram 15Z90R-G.AA75B Intel Evo Core i7-1360P/16GB/512GB SSD/15""",0,12,55,16,512,0,15.0,0,1699.0,2,3,12,7,1
"ASUS VivoBook 15 F1500EA-EJ3107 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",0,3,113,8,256,0,15.6,0,454.23,2,3,11,7,1
"Microsoft Surface Pro 7+ Intel Core i5-1135G7/8GB/256GB SSD/12.3"" Táctil Platino",0,16,96,8,256,0,12.3,1,1143.16,2,3,11,7,1
"Apple MacBook Pro Apple M2 Pro 12 Núcleos/32GB/1TB SSD/14.2"" Gris Espacial",0,2,66,32,1000,0,14.2,0,3279.0,1,3,2,7,1
"ASUS VivoBook 15 F1500EA-EJ3167W Intel Core i5-1135G7/8GB/512GB SSD/15.6""",0,3,113,8,512,0,15.6,0,502.0,2,3,11,7,1
"HP 15S-FQ2161NS Intel Core i3-1115G4/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,416.87,2,3,10,7,1
"HP Chromebook 11 G9 Intel Celeron N4500/4GB/32GB/11.6""",0,9,26,4,32,0,11.6,0,230.14,2,3,1,7,1
"Acer Extensa 15 EX215-22 AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",0,0,43,8,512,0,15.6,0,379.01,0,3,7,7,1
"Microsoft Surface Laptop Studio Intel Core i7-11370H/16GB/512GB SSD/RTX 3050Ti/14.4"" Táctil Platino",0,16,95,16,512,0,14.4,1,2199.01,2,6,12,22,0
"Alurin Flex Advance Intel Core i5-1155G7/8GB/256GB/15.6"" + Windows 11 Home",0,1,48,8,256,0,15.6,0,549.0,2,3,11,7,1
"Medion Erazer Beast X30 Intel Core i7-12700H/32GB/1TB SSD/RTX 3070 Ti/17.3""",0,15,21,32,1000,0,17.3,0,2599.0,2,6,12,24,0
"Acer Aspire Vero Green Intel Core i7-1195G7/8GB/512GB SSD/15.6""+ Ratón Inalámbrico 1200 DPI Gris + Funda Protectora",0,0,19,8,512,0,15.6,0,1249.01,2,3,12,7,1
"MSI Modern 14 C12M-078XES Intel Core i5-1235U/8GB/512GB SSD/14""",0,14,68,8,512,0,14.0,0,799.0,2,3,11,7,1
"Thomson Neo Intel Core i5-8259U/8GB/512GB SSD/15.6""",0,24,71,8,512,0,15.6,0,399.0,2,3,11,7,1
"Alurin Flex Advance Intel Core i5-1155G7/16GB/500GB SSD/15.6""",0,1,48,16,500,0,15.6,0,539.01,2,3,11,7,1
"Lenovo ThinkBook 15 G2 ITL Intel Core i7-1165G7/16GB/512GB SSD/15.6"" Gris",0,13,101,16,512,0,15.6,0,1199.0,2,3,12,7,1
"ASUS F515EA-EJ3048W Intel Core i5-1135G7/8GB/512GB SSD/15.6""",0,3,46,8,512,0,15.6,0,609.01,2,3,11,7,1
"ASUS VivoBook F1500EA-EJ2535W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",0,3,113,8,512,0,15.6,0,449.9,2,3,10,7,1
"Acer Aspire 3 A315-56-566L Intel Core i5-1035G1/8GB/256GB SSD/15.6""",0,0,19,8,256,0,15.6,0,529.0,2,3,11,7,1
"HP 255 G9 AMD Ryzen 3 5425U/8GB/512GB SSD/15.6""",0,9,8,8,512,0,15.6,0,495.33,0,3,6,7,1
"Apple MacBook Pro Apple M2 Pro 12 Núcleos/32GB/512GB SSD/16.2"" Gris Espacial",0,2,66,32,512,0,16.2,0,3279.0,1,3,2,7,1
"HP 250 G9 Intel Core i5-1235U/16 GB/512GB SSD/15.6""",0,9,7,16,512,0,15.6,0,880.53,2,3,11,7,1
"Acer Extensa 15 EX215-54-57ZW Intel Core i5-1135G7/16GB/512GB SSD/15.6""",0,0,43,16,512,0,15.6,0,670.67,2,3,11,7,1
"HP 14S-FQ0004NS AMD Athlon Silver 3050U/8GB/512GB SSD/14""",0,9,2,8,512,0,14.0,0,424.0,0,3,0,7,1
"PcCom Revolt 3050 Intel Core i5-13500H/16GB/500GB SSD/RTX 3050/15.6"" + Windows 11 Home",0,18,89,16,500,0,15.6,0,1329.9,2,6,11,22,0
"PcCom Revolt 3050 Intel Core i7-13700H/16GB/500GB/RTX 3050/15.6"" + Windows 11 Home",0,18,89,16,500,0,15.6,0,1479.9,2,6,12,22,0
PcCom Revolt 4050 Intel Core i5-13500H/16GB/500GB SSD/RTX 4050/15.6,0,18,89,16,500,0,15.6,0,1349.9,2,6,11,26,0
PcCom Revolt 4050 Intel Core i5-13500H/16GB/500GB SSD/RTX 4050/15.6” + Windows 11 Home,0,18,89,16,500,0,15.6,0,1479.9,2,6,11,26,0
PcCom Revolt 4060 Intel Core i5-13500H/16GB/500GB SSD/RTX 4060/15.6” + Windows 11 Home,0,18,89,16,500,0,15.6,0,1679.9,2,6,11,27,0
PcCom Revolt 4060 Intel Core i7-13700H/16GB/500GB SSD/RTX 4060/15.6,0,18,89,16,500,0,15.6,0,1699.9,2,6,12,27,0
"Microsoft Surface Laptop 5 Negro Intel Evo Core i7-1255U/16GB/512GB SSD/15"" Táctil",0,16,95,16,512,0,15.0,1,2079.0,2,3,12,7,1
"Alurin Flex Advance Intel Core i5-1155G7/16GB/500GB SSD/15.6"" + Windows 11 Home",0,1,48,16,500,0,15.6,0,639.0,2,3,11,7,1
"ASUS VivoBook Flip 14 TP401MA-EC444WS Intel Celeron N4020/4GB/128GB EMMC/14"" Táctil",0,3,113,4,128,1,14.0,1,345.0,2,3,1,7,1
"Lenovo V15 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",0,13,108,8,256,0,15.6,0,719.0,2,3,11,7,1
"Samsung Galaxy Book3 360 Intel Evo Core i7-1360P/16GB/512GB SSD/15.6"" Táctil",0,23,53,16,512,0,15.6,1,1854.36,2,3,12,7,1
"ASUS VivoBook 15 F1500EA-EJ3149W Intel Core i7-1165G7/8GB/512GB SSD/15.6""",0,3,113,8,512,0,15.6,0,628.04,2,3,12,7,1
"HP ProBook 455 G10 AMD Ryzen 7 7730U/32GB/1TB SSD/15.6""",0,9,85,32,1000,0,15.6,0,999.0,0,3,8,7,1
"LG Gram 17 16Z90P Intel Core i7-1165G7/16GB/512GB SSD/17""",0,12,55,16,512,0,17.0,0,1859.01,2,3,12,7,1
PcCom Revolt 4060 Intel Core i7-13700H/16GB/500GB SSD/RTX 4060/15.6 + Windows 11 Home,0,18,89,16,500,0,15.6,0,1849.9,2,6,12,27,0
"Medion Classmate Pro E14409 MD62389 Intel Core i3-1005G1/8GB/256GB SSD/14""",0,15,27,8,256,0,14.0,0,429.0,2,3,10,7,1
"LG Gram 14T90Q-G.AA78B Intel Evo Core i7-12800HE/16GB/1TB SSD/14"" Táctil",0,12,55,16,1000,0,14.0,1,1899.01,2,3,12,7,1
"Lenovo Legion Pro 7 16IRX8H Intel Core i9-13900HX/32GB/1TB SSD/RTX 4090/16""",0,13,61,32,1000,0,16.0,0,4199.0,2,6,13,30,0
"Lenovo V15 G3 IAP Intel Core i3-1215U/8GB/512GB SSD/15.6""",0,13,108,8,512,0,15.6,0,465.0,2,3,10,7,1
PcCom Revolt 4060 Intel Core i5-13500H/16GB/500GB SSD/RTX 4060/15.6”,0,18,89,16,500,0,15.6,0,1549.9,2,6,11,27,0
"HP 15S-EQ1163NS AMD 3020e/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,366.0,0,3,3,7,1
"Acer Aspire 3 A315-34 Intel Celeron N4020/8GB/256GB SSD/15.6""",0,0,19,8,256,0,15.6,0,359.01,2,3,1,7,1
"Dell Vostro 3420 Intel Core i5-1135G7/8 GB/512GB SSD/14""",0,5,115,8,512,0,14.0,0,743.0,2,3,11,7,1
"HP 15S-FQ3008NS Intel Celeron N4500/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,323.45,2,3,1,7,1
"MSI Prestige 15 A10SC-007ES Intel Core i7-10710U/32GB/1TB SSD/GTX 1650/15.6""",0,14,83,32,1000,0,15.6,0,1999.0,2,2,12,5,2
PcCom Revolt 3050 Intel Core i7-13700H/16GB/1TB SSD/RTX 3050/15.6”,0,18,89,16,1000,0,15.6,0,1449.9,2,6,12,22,0
"Lenovo ThinkPad E15 Gen 4 Intel Core i7-1255U/16GB/512GB SSD/MX550/15.6""",0,13,102,16,512,0,15.6,0,1405.19,2,4,12,11,2
"ASUS F1500EA-EJ2369W Intel Core i7-1165G7/8GB/512GB SSD/15.6""",0,3,113,8,512,0,15.6,0,849.0,2,3,12,7,1
"ASUS ROG Strix SCAR 17 SE G733CX-LL045W Intel Core i9-12950HX/64GB/1TB+1TB SSD/RTX 3080Ti/17.3""",0,3,87,64,1000,0,17.3,0,4299.01,2,6,13,25,0
"MSI Prestige 13 Evo A12M-010ES Intel Core i7-1280P/16GB/512GB SSD/13.3""",1,14,83,16,512,0,13.3,0,867.53,2,3,12,7,1
"Microsoft Surface Laptop 4 Platino AMD Ryzen 5 4680U/8 GB/256 GB SSD/13.5"" Táctil",0,16,95,8,256,0,13.5,1,1129.0,0,3,7,7,1
"HP 17-CN0018NS Intel Celeron N4120/4GB/128GB SSD/17.3""",0,9,6,4,128,0,17.3,0,391.0,2,3,1,7,1
"Acer Aspire 5 A515-45-R35H AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",0,0,19,8,512,0,15.6,0,809.01,0,3,8,7,1
"Acer ConceptD 3 Pro CN316-73P-77Y4 Intel Core i7-11800H/16 GB/1TB SSD/T1200/16""",0,0,28,16,1000,0,16.0,0,1471.61,2,9,12,40,3
Dell XPS 13 9315 Intel Core i7-1250U/16GB/512GB SSD/13.4'' Tátil (PT),0,5,117,16,512,0,13.4,1,2139.73,2,3,12,7,1
"HP 250 G9 Intel Core i7-1255U/16GB/512GB SSD/15.6""",0,9,7,16,512,0,15.6,0,1057.0,2,3,12,7,1
"HP ProBook 635 Aero G7 AMD Ryzen 5 Pro 4650U/8GB/256GB SSD/13.3""",0,9,85,8,256,0,13.3,0,1069.0,0,3,7,7,1
MSI Pulse 17 B13VGK-435PT Intel Core i7-13700H/16GB/1TB SSD/RTX 4070/17.3'' (PT),0,14,86,16,1000,0,17.3,0,2303.1,2,6,12,28,0
"Microsoft Surface Laptop 4 Negro AMD Ryzen 7 4980U/8GB/512 GB SSD/15"" Táctil",0,16,95,8,512,0,15.0,1,1649.0,0,3,8,7,1
"Microsoft Surface Laptop 5 Negro Intel Evo Core i7-1255U/8GB/512GB SSD/15"" Táctil",0,16,95,8,512,0,15.0,1,1749.0,2,3,12,7,1
"Microsoft Surface Laptop Studio Intel Core i7-11370H/32GB/2TB SSD/RTX 3050Ti/14.4"" Táctil Platino",0,16,95,32,2000,0,14.4,1,3199.0,2,6,12,22,0
"PcCom Revolt 3050 Intel Core i7-13700H/16GB/500GB/RTX 3050/15.6""",0,18,89,16,500,0,15.6,0,1349.9,2,6,12,22,0
"Acer Predator Triton 500 SE PT516-51s-75K6 Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/16""",0,0,82,32,1000,0,16.0,0,2739.0,2,6,12,25,0
"HP Zbook Firefly 16 G9 Intel Core i7-1260P/16 GB/512GB SSD/16""",0,9,119,16,512,0,16.0,0,1627.0,2,3,12,7,1
"Lenovo ThinkPad E14 Gen 4 Intel Core i7-1255U/16GB/512GB SSD/14""",0,13,102,16,512,0,14.0,0,1515.0,2,3,12,7,1
PcCom Revolt 3050 Intel Core i7-13700H/16GB/1TB SSD/RTX 3050/15.6 + Windows 11 Home,0,18,89,16,1000,0,15.6,0,1599.9,2,6,12,22,0
"ASUS F515EA-BQ1154X Intel Core i5-1135G7/8GB/512GB SSD/15.6""",0,3,46,8,512,0,15.6,0,809.01,2,3,11,7,1
"Acer Extensa 15 EX215-54-55M9 Intel Core i5-1135G7/8GB/1TB SSD/15.6""",0,0,43,8,1000,0,15.6,0,583.85,2,3,11,7,1
"Primux Ioxbook C15 Intel Celeron N4020/4GB/128GB SSD/15.6""",0,19,57,4,128,0,15.6,0,272.58,2,3,1,7,1
"Razer Blade 14 165Hz AMD Ryzen 9 6900HX/16GB/1TB SSD/RTX 3080Ti/14""",0,21,22,16,1000,0,14.0,0,4105.45,0,6,9,25,0
"ASUS ZenBook 14 OLED UM3402YA-KM428WS AMD Ryzen 7 7730U/16GB/512GB SSD/14""",0,3,120,16,512,0,14.0,0,1056.0,0,3,8,7,1
"HP 255 G8 AMD Ryzen 3 5300U/8GB/1TB SSD/15.6""",0,9,8,8,1000,0,15.6,0,471.0,0,3,6,7,1
"Lenovo ThinkPad L380 Intel Core i3-8130U/8GB/256GB SSD/13.3""",1,13,102,8,256,0,13.3,0,419.0,2,3,10,7,1
PcCom Revolt 4060 Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/15.6 + Windows 11 Home,0,18,89,16,1000,0,15.6,0,1949.9,2,6,12,27,0
"ASUS ExpertBook B1 B1402CBA-EB0861W Intel Core i5-1235U/16GB/512GB SSD/14""",0,3,42,16,512,0,14.0,0,800.0,2,3,11,7,1
"ASUS Zenbook UM425QA AMD Ryzen 7 5800H 16GB/1TB SSD/14""(PT)",0,3,120,16,1000,0,14.0,0,1377.62,0,3,8,7,1
"HP ProBook 440 G9 Intel Core i7-1255U/16GB/1TB SSD/14""",0,9,85,16,1000,0,14.0,0,1214.49,2,3,12,7,1
"Acer TravelMate P2 TMP214-53-594U Intel Core i5-1135G7/16GB/512GB SSD/14""",0,0,104,16,512,0,14.0,0,925.0,2,3,11,7,1
"Dell XPS 15 9520 Intel Core i7-12700H/16GB/1TB SSD/RTX3050 Ti/15.6""",0,5,117,16,1000,0,15.6,0,2319.0,2,6,12,22,0
"Alurin Flex Advance Intel Core i5-1155G7/8GB/500GB SSD/14"" + Windows 11 Home",0,1,48,8,500,0,14.0,0,590.0,2,3,11,7,1
"LG Gram 17Z90Q Intel Core i7-1260P/32GB/512GB SSD/RTX 2050/17""",0,12,55,32,512,0,17.0,0,2209.0,2,6,12,17,0
"Lenovo ThinkPad T480 Intel Core i5-7200U/8GB/256GB SSD/14""",1,13,102,8,256,0,14.0,0,635.0,2,3,11,7,1
"Acer TravelMate P2 TMP215-53-5887 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",0,0,104,8,512,0,15.6,0,770.56,2,3,11,7,1
"Dell Latitude E7450 Intel Core i5-5300U/8GB/256GB SSD/14""",1,5,60,8,256,0,14.0,0,448.99,2,3,11,7,1
"Lenovo ThinkBook 15 G4 IAP Intel Core i7-1255U/16GB/512GB SSD/15.6""",0,13,101,16,512,0,15.6,0,1196.97,2,3,12,7,1
"HP 15S-FQ4100NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,595.9,2,3,11,7,1
"HP 15S-FQ5028NS Intel Core i5-1235U/16GB/512GB SSD/15.6""+ Microsoft 365 Personal 12 Meses Descarga Digital",0,9,4,16,512,0,15.6,0,850.99,2,3,11,7,1
"Lenovo ThinkPad L450 Intel Core i5-4300U/8GB/256GB SSD/14""",1,13,102,8,256,0,14.0,0,239.0,2,3,11,7,1
"Apple MacBook Pro Intel Core i7/16GB/512GB SSD/Radeon Pro 560X/15.4"" Plata",1,2,66,16,512,0,15.4,0,977.08,2,8,12,31,3
"ASUS F1500EA-EJ3528 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",0,3,113,8,512,0,15.6,0,398.22,2,3,10,7,1
"ASUS TUF GAMING A15 FA507XI-R97B47CS1 AMD Ryzen 9 7940HS/16GB/1TB SSD/RTX4070/15.6"" (PT)",0,3,98,16,1000,0,15.6,0,2017.87,0,6,9,28,0
"ASUS BR1100FKA-BP1185XA Intel Celeron N4500/4GB/128GB SSD/11.6"" Táctil",0,3,20,4,128,0,11.6,1,495.33,2,3,1,7,1
"ASUS ROG Flow X16 GV601RM-M6074W AMD Ryzen 9 6900HS/16GB/1TB SSD/RTX 3060/16"" Táctil",0,3,87,16,1000,0,16.0,1,2773.31,0,6,9,23,0
"MSI Vector GP66HX 12UHS-204XES Intel Core i7-12800HX/32GB/1TB SSD/RTX 3080Ti/15.6""",1,14,111,32,1000,0,15.6,0,3499.0,2,6,12,25,0
"Alurin Flex Advance Intel Core i5-1155G7/16GB/500GB SSD/14""",1,1,48,16,500,0,14.0,0,530.0,2,3,11,7,1
ASUS ROG Flow X16 2023 GV601VV-NF015W Intel Core i9-13900H/16GB/1TB SSD/RTX 4060/16'' Táctil,0,3,87,16,1000,0,16.0,1,2599.01,2,6,13,27,0
"ASUS Zenbook UM425QA-R55BLHDCP1 AMD Ryzen 5 5600H 16GB/512GB SSD/14""(PT)",0,3,120,16,512,0,14.0,0,1157.12,0,3,7,7,1
"MSI Creator Pro Z16P B12UMST-094ES Intel Core i7-12700H/32GB/1TB SSD/RTX A5500/16"" Táctil",0,14,29,32,1000,0,16.0,1,4399.0,2,6,12,16,0
"Lenovo V15 Gen 2 ALC AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",0,13,108,8,256,0,15.6,0,359.9,0,3,6,7,1
"ASUS VivoBook S OLED K3402ZA-KM079W Intel Evo Core i7-12700H/16GB/512GB SSD/14""",0,3,113,16,512,0,14.0,0,1449.5,2,3,12,7,1
"Acer ConceptD 3 Ezel Pro CC315-73P-73PA Intel Core i7-11800H/16GB/1TB SSD/T1200/15.6"" Táctil",0,0,28,16,1000,0,15.6,1,2206.1,2,9,12,40,3
MSI Stealth 15 A13VF-060XES Intel Core i7-13620H/32GB/1TB SSD/RTX 4060/15.6'',0,14,92,32,1000,0,15.6,0,2184.41,2,6,12,27,0
"ASUS E510MA-EJ972 Intel Celeron N4020/8GB/256GB SSD/15.6""",0,3,35,8,256,0,15.6,0,285.0,2,3,1,7,1
"Lenovo ThinkPad X250 Intel Core i5-5300U/8GB/256GB SSD/12.5""",1,13,7,8,256,0,12.5,0,358.99,2,3,11,7,1
"ASUS F515EA-EJ1564W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",0,3,46,8,256,0,15.6,0,391.6,2,3,10,7,1
"Dynabook Toshiba Satellite Pro C40-G-120 Intel Core i7-10510U/8GB/256GB SSD/14""",0,7,90,8,256,0,14.0,0,765.75,2,3,12,7,1
"ASUS VivoBook 15 F1502ZA-EJ1119W Intel Core i7-1255U/8GB/512GB SSD/15.6""",0,3,113,8,512,0,15.6,0,635.01,2,3,12,7,1
"Dell Latitude 5430 Intel Core i7-1255U/16GB/512GB SSD/14""",0,5,60,16,512,0,14.0,0,1433.0,2,3,12,7,1
"Microsoft Surface Pro 7 Intel Core i5-1035G4/16GB/256 GB SSD/12.3"" Platino",1,16,96,16,256,0,12.3,0,1111.35,2,3,11,7,1
"Lenovo ThinkPad T480 Intel Core i5-8250U/8GB/256GB SSD/14""",1,13,102,8,256,0,14.0,0,635.0,2,3,11,7,1
"ASUS VivoBook F515EA-EJ3060W Intel Core i7-1165G7/16GB/512/GB SSD/15.6""",0,3,113,16,512,0,15.6,0,883.19,2,3,12,7,1
"HP EliteBook x360 830 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3"" Táctil",1,9,38,8,256,0,13.3,1,555.0,2,3,11,7,1
"Lenovo ThinkBook 14s Yoga G2 Intel Core i7-1255U/16GB/512GB SSD/14"" Táctil",0,13,101,16,512,0,14.0,1,1473.83,2,3,12,7,1
"Medion Akoya S15447 Intel Core i5-10210U/8 GB/256 GB SSD/15.6""",0,15,15,8,256,0,15.6,0,727.49,2,3,11,7,1
"Dell Vostro 3420 Intel Core i7-1165G7/16 GB/512GB SSD/14""",0,5,115,16,512,0,14.0,0,1064.0,2,3,12,7,1
"LG Gram 16T90Q-G Intel Core i7-1260P/16GB/1TB SSD/16"" Táctil",1,12,55,16,1000,0,16.0,1,1999.0,2,3,12,7,1
"Microsoft Surface Pro 9 Bosque Intel Evo Core i5-1235U/8GB/256GB SSD/13"" Táctil",0,16,96,8,256,0,13.0,1,1403.0,2,3,11,7,1
"Apple MacBook Pro Intel Core i5/8GB/128GB/13"" Plateado",1,2,66,8,128,0,13.0,0,604.0,2,3,11,7,1
"ASUS Vivobook  F1605EA-51BLHDSS1 Intel Core i5-1135G7/12GB/512GB SSD/16.0"" (PT)",0,3,113,12,512,0,16.0,0,832.01,2,3,11,7,1
"Gigabyte AORUS 5 KE4-72ES314SD Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",1,8,18,16,1000,0,15.6,0,1599.0,2,6,12,23,0
"ASUS ExpertBook B1 B1502CBA-EJ0438W Intel Core i5-1235U/16GB/512GB SSD/15.6""",0,3,42,16,512,0,15.6,0,800.0,2,3,11,7,1
"ASUS ZenBook 13 OLED UX325EA-KG261 Intel Core i5-1135G7/8GB/512GB SSD/13.3""",0,3,120,8,512,0,13.3,0,819.0,2,3,11,7,1
"HP ENVY 17-cr0004np Intel Core i7-1260P/16GB/512GB SSD/17.3"" (PT)",0,9,40,16,512,0,17.3,0,1453.6,2,3,12,7,1
"Dell Latitude 7320 Detachable Intel Evo Core i7-1180G7/16GB/512GB SSD/13"" Táctil",0,5,60,16,512,0,13.0,1,1620.92,2,3,12,7,1
"Acer Aspire 3 A315-56-56XH Intel Core i5-1035G1/8GB/512GB SSD/15.6""",0,0,19,8,512,0,15.6,0,552.99,2,3,11,7,1
"HP 250 G8 59T50EA Intel Core i3-1115G4/8GB/512GB SSD/15.6""",0,9,7,8,512,0,15.6,0,549.0,2,3,10,7,1
"Lenovo ThinkPad T470 Intel Core i5-7300U/8GB/512GB SSD/14""",1,13,102,8,512,0,14.0,0,518.63,2,3,11,7,1
"HP 15S-FQ3013NS Intel Celeron N4500/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,465.26,2,3,1,7,1
"HP 470 G9 Intel Core i5-1235U/16GB/512GB SSD/MX550/17.3""",0,9,10,16,512,0,17.3,0,1212.0,2,4,11,11,2
"Lenovo IdeaPad 5 15ITL05 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",0,13,56,16,512,0,15.6,0,799.0,2,3,11,7,1
"ASUS TUF Gaming F15 TUF506HC-HN088 Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/15.6""",0,3,98,16,512,0,15.6,0,769.0,2,6,11,22,0
"Acer Swift 3 SF313-53 Intel Evo Core i7-1165G7/16GB/1TB SSD/13.5""",0,0,97,16,1000,0,13.5,0,1347.18,2,3,12,7,1
"Apple Macbook Pro Intel Core i9/16GB/1TB SSD/Radeon Pro 5500M/16"" Gris Espacial",1,2,66,16,1000,0,16.0,0,1899.0,2,8,13,38,3
"Lenovo ThinkPad X1 Carbon Intel Core i7-8565U/16GB/1TB SSD/14""",1,13,102,16,1000,0,14.0,0,818.0,2,3,12,7,1
"MSI Creator M16 B13VE-681ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4050/16""",0,14,29,32,1000,0,16.0,0,2102.18,2,6,12,26,0
PcCom Revolt 4060 Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/15.6,0,18,89,32,1000,0,15.6,0,1899.9,2,6,12,27,0
"Acer TravelMate P2 TMP214-52-P5SM Intel Pentium Gold 6405U/8GB/256GB SSD/14""",0,0,104,8,256,0,14.0,0,474.99,2,3,5,7,1
"Medion Akoya E15301 AMD Ryzen 3 3200U/8 GB/256 GB SSD/15.6""",0,15,15,8,256,0,15.6,0,327.51,0,3,6,7,1
"ASUS Rog Strix G17 G713QR-K4189 AMD Ryzen 7 5800H/32GB/1TB SSD/RTX 3070/17.3""",0,3,87,32,1000,0,17.3,0,2649.44,0,6,8,24,0
"ASUS ZenBook 14 UX3402ZA-KP490W Intel Core i5-1240P/16GB/512GB SSD/14""",0,3,120,16,512,0,14.0,0,846.31,2,3,11,7,1
"HP 15S-FQ2180NS Intel Core i3-1115G4/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,414.84,2,3,10,7,1
"HP 250 G9 Intel Core i3-1215U/8GB/256 GB SSD/15.6""",0,9,7,8,256,0,15.6,0,399.37,2,3,10,7,1
"Lenovo ThinkBook 15 G2 ITL Intel Core i5-1135G7/16 GB/512GB SSD/15.6""",0,13,101,16,512,0,15.6,0,1069.0,2,3,11,7,1
"Lenovo 300w Gen 3 AMD 3015e/4GB/128GB SSD/11.6"" Táctil",0,13,9,4,128,0,11.6,1,461.48,0,3,3,7,1
"Apple MacBook Pro Apple M2 Pro 12 Núcleos/16GB/1TB SSD/16.2"" Plata",0,2,66,16,1000,0,16.2,0,2999.01,1,3,2,7,1
"HP 15S-EQ2135NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",0,9,4,12,512,0,15.6,0,613.2,0,3,8,7,1
"ASUS VivoBook F1605PA-MB147 Intel Core i7-11370H/8GB/512GB SSD/16""",0,3,113,8,512,0,16.0,0,599.99,2,3,12,7,1
"HP Victus 16-E0099NS AMD Ryzen 7 5800H/8GB/512GB SSD/RX 5500M/16.1""",0,9,112,8,512,0,16.1,0,864.23,0,8,8,38,3
"MSI Modern 15 B12M-042ES i7-1255U/16GB/1TB SSD/15.6""",1,14,68,16,1000,0,15.6,0,1199.0,2,3,12,7,1
"Microsoft Surface Pro 7 Intel Core i5-1035G4/8 GB/256 GB/12.3"" Negra",0,16,96,8,256,0,12.3,0,1349.0,2,3,11,7,1
